iter	Logloss
569	0.2837006675
570	0.2834768083
571	0.2832504696
572	0.2830427806
573	0.2827736749
574	0.2824675454
575	0.2822479248
576	0.2820413378
577	0.2818114599
578	0.2816127353
579	0.2813998328
580	0.2811782413
581	0.2808826023
582	0.2806340112
583	0.2803607729
584	0.2801286062
585	0.2799044503
586	0.2796596739
587	0.2794115067
588	0.2791835361
589	0.2789721383
590	0.2786979675
591	0.2784764184
592	0.2782930586
593	0.2780603621
594	0.2778029548
595	0.2775902854
596	0.2773616367
597	0.277161026
598	0.276899698
599	0.2766981337
600	0.2764166938
601	0.2761835734
602	0.2759765201
603	0.2757077959
604	0.2754762438
605	0.2752566655
606	0.275022761
607	0.274769889
608	0.2745111042
609	0.2743046231
610	0.2740748511
611	0.2738590664
612	0.2736043294
613	0.2734225803
614	0.2731939952
615	0.2730080075
616	0.2727975633
617	0.2725459841
618	0.2723240323
619	0.2721892039
620	0.2719686296
621	0.271775945
622	0.2715042114
623	0.271329244
624	0.2711155574
625	0.2708747864
626	0.2706856834
627	0.2703879038
628	0.2701809353
629	0.269947052
630	0.2698130502
631	0.2696002748
632	0.2694317288
633	0.269223849
634	0.269020123
635	0.2688405567
636	0.2686032613
637	0.2683709251
638	0.2681367238
639	0.2678980509
640	0.2676941342
641	0.267463345
642	0.2672462887
643	0.2670417786
644	0.2668530782
645	0.2666387134
646	0.2664034526
647	0.2661912918
648	0.2660043928
649	0.2658305698
650	0.2656680213
651	0.2654737684
652	0.2652668847
653	0.2651006063
654	0.2648364173
655	0.2646099938
656	0.2643911997
657	0.2641483731
658	0.2639895333
659	0.2638078266
660	0.2636184269
661	0.2633810679
662	0.2631788042
663	0.2629423565
664	0.2627481672
665	0.2625406901
666	0.2623409271
667	0.262183147
668	0.2619586733
669	0.2617257436
670	0.2615768856
671	0.2614032957
672	0.2612149133
673	0.2610312356
674	0.2608061049
675	0.2606424967
676	0.2604369693
677	0.2602608999
678	0.2600500743
679	0.2598309835
680	0.2596070608
681	0.2593887329
682	0.2592310799
683	0.2590487162
684	0.2588454564
685	0.2586485333
686	0.2584123823
687	0.258215438
688	0.2581018024
689	0.2578879462
690	0.2576638752
691	0.2574314541
692	0.2572419908
693	0.2570252101
694	0.2568481869
695	0.2566744063
696	0.2564414978
697	0.2562446806
698	0.2561007606
699	0.2559302012
700	0.2557638592
701	0.2555737389
702	0.255418502
703	0.2551960415
704	0.2550354004
705	0.2549037509
706	0.2547447628
707	0.2545443005
708	0.254371855
709	0.254187817
710	0.2540121714
711	0.2537787967
712	0.2536273956
713	0.2534953647
714	0.2532903459
715	0.2530904982
716	0.252914132
717	0.2527285682
718	0.2525428348
719	0.2523496416
720	0.2522182888
721	0.2520387438
722	0.2518616994
723	0.2516707102
724	0.2514463425
725	0.2512590832
726	0.2510960049
727	0.2509838104
728	0.2507831573
729	0.2506159041
730	0.2504875183
731	0.2503164715
732	0.25016293
733	0.2500057856
734	0.2498543633
735	0.2496966468
736	0.2495331022
737	0.2493715498
738	0.2492069244
739	0.2490588718
740	0.24885682
741	0.2486999512
742	0.2485183504
743	0.2483843486
744	0.2482420392
745	0.248092609
746	0.2479347441
747	0.247759374
748	0.2476007462
749	0.2474602381
750	0.2472960154
751	0.2471741994
752	0.2469591353
753	0.2468041102
754	0.2466179318
755	0.2464723375
756	0.2462828318
757	0.2461218728
758	0.2459794362
759	0.2458028581
760	0.2456377029
761	0.2454655965
762	0.2452649858
763	0.2451141993
764	0.2449598524
765	0.2448048062
766	0.2446065267
767	0.2444482168
768	0.2442835066
769	0.2441280153
770	0.2439896478
771	0.2438462999
772	0.2436853409
773	0.2435202069
774	0.243371031
775	0.2432206472
776	0.2430916256
777	0.2429059135
778	0.2427278519
779	0.2425944222
780	0.2424054464
781	0.2422472212
782	0.2421181573
783	0.2419586605
784	0.2417867449
785	0.2416048686
786	0.2414727105
787	0.241332923
788	0.241194937
789	0.2410669327
790	0.2409326129
791	0.2407428318
792	0.2406215668
793	0.2404892815
794	0.2403186374
795	0.2401949565
796	0.2400133345
797	0.2398796082
798	0.2397338655
799	0.2396089342
800	0.2394747628
801	0.2393397861
802	0.2391749064
803	0.2390180164
804	0.2388728036
805	0.2386797799
806	0.2385355208
807	0.2383680767
808	0.2382258521
809	0.2380987803
810	0.2379254235
811	0.2378077189
812	0.2377349006
813	0.237581359
814	0.23741205
815	0.2372760137
816	0.2371446821
817	0.236985694
818	0.236843978
819	0.2366095861
820	0.2364470588
821	0.2362633175
822	0.2361285739
823	0.2359625498
824	0.235799196
825	0.2356634352
826	0.2355375502
827	0.2354061974
828	0.2352305306
829	0.2350969103
830	0.2349339379
831	0.2347675747
832	0.234627533
833	0.2345042335
834	0.2343691084
835	0.2342953152
836	0.2341723548
837	0.2340223524
838	0.2338791317
839	0.2337263319
840	0.2335512585
841	0.2334172567
842	0.2333097246
843	0.2332273907
844	0.2330442005
845	0.2329401652
846	0.232796224
847	0.2327109867
848	0.232591629
849	0.2324608273
850	0.2323419783
851	0.2322182973
852	0.2320960363
853	0.2319426643
854	0.2318091922
855	0.2316576216
856	0.2315111372
857	0.2313816494
858	0.2312429216
859	0.2311127557
860	0.2309784783
861	0.230825297
862	0.2306735357
863	0.2305331548
864	0.2303860558
865	0.2303132799
866	0.2301697625
867	0.230021286
